Season,TeamName,kenpom_adj_o,kenpom_adj_o_rank,kenpom_adj_d,kenpom_adj_d_rank,kenpom_rank,kenpom_luck,kenpom_adjem,TeamID
2014,Pepperdine,106.6,130,107.1,220,166,0.025,0.4852,1337.0
2014,Northwestern St.,108.4,93,109.0,256,167,-0.019,0.4846,1322.0
2014,UCF,105.7,147,106.3,204,168,-0.047,0.4834,1416.0
2014,Weber St.,105.6,150,106.4,207,169,-0.001,0.4782,1451.0
2014,Rutgers,105.7,148,106.5,209,170,-0.012,0.4779,1353.0
2014,Yale,100.7,240,101.7,106,171,0.055,0.4731,1463.0
2014,Siena,100.9,238,101.9,112,172,0.019,0.4708,1373.0
2014,Cal Poly,103.2,197,104.3,164,173,-0.059000000000000004,0.4697,1142.0
2014,Wagner,98.2,280,99.4,67,174,0.017,0.4653,1447.0
2014,DePaul,105.2,163,106.5,211,175,0.032,0.4643,1177.0
2014,Charlotte,101.5,231,102.9,133,176,0.046,0.4624,1150.0
2014,Albany,101.9,225,103.4,143,177,-0.002,0.4582,1107.0
2014,Nebraska Omaha,103.7,192,105.2,176,178,-0.067,0.458,1303.0
2014,Western Kentucky,100.7,243,102.2,117,179,0.113,0.4551,1443.0
2014,Florida Gulf Coast,100.2,254,101.8,110,180,0.024,0.4545,1195.0
2014,Colgate,107.9,109,109.7,270,181,-0.149,0.4534,1159.0
2014,Old Dominion,99.3,268,101.1,98,182,0.011000000000000001,0.4489,1330.0
2014,Youngstown St.,107.0,124,108.9,254,183,-0.053,0.4485,1464.0
2014,Wofford,100.9,237,102.8,131,184,0.024,0.4482,1459.0
2014,Robert Morris,103.8,188,105.7,194,185,0.099,0.4472,1352.0
2014,Loyola Marymount,104.1,180,106.0,199,186,0.047,0.4471,1258.0
2014,Washington St.,101.2,233,103.1,138,187,-0.043,0.4469,1450.0
2014,Morehead St.,102.2,214,104.1,157,188,0.046,0.4458,1287.0
2014,Oral Roberts,107.4,118,109.7,272,189,-0.057999999999999996,0.4396,1331.0
2014,Mount St. Mary's,108.3,95,110.7,287,190,0.04,0.4394,1291.0
2014,Virginia Tech,98.1,283,100.4,86,191,-0.081,0.4344,1439.0
2014,Oakland,109.0,88,111.6,304,192,0.025,0.4326,1324.0
2014,Kent St.,102.9,205,105.4,183,193,-0.022000000000000002,0.431,1245.0
2014,Detroit,100.6,247,103.0,136,194,-0.049,0.4308,1178.0
2014,Sam Houston St.,105.4,158,108.0,234,195,0.09300000000000001,0.4308,1358.0
2014,Drake,103.9,185,106.6,212,196,0.024,0.4261,1179.0
2014,South Florida,101.6,230,104.3,161,197,0.017,0.425,1378.0
2014,Utah Valley,102.6,209,105.4,181,198,0.13,0.4238,1430.0
2014,Bryant,104.8,169,107.9,232,199,0.03,0.4176,1136.0
2014,Fordham,107.8,112,111.0,293,200,-0.036000000000000004,0.415,1200.0
2014,Elon,103.9,183,107.1,219,201,0.034,0.415,1189.0
2014,Southern,96.5,307,99.4,68,202,-0.035,0.4146,1380.0
2014,St. Francis NY,98.7,274,101.8,107,203,0.006999999999999999,0.4126,1383.0
2014,Northeastern,100.4,248,103.6,148,204,-0.047,0.4108,1318.0
2014,Marist,102.0,220,105.4,184,205,-0.021,0.407,1265.0
2014,College of Charleston,96.9,302,100.2,78,206,-0.068,0.4053,1158.0
2014,Northern Illinois,93.3,336,96.6,40,207,0.019,0.4014,1296.0
2014,Evansville,102.3,213,106.1,202,208,0.006999999999999999,0.3952,1191.0
2014,Bradley,99.8,261,103.7,149,209,-0.05,0.3924,1133.0
2014,UT Arlington,105.2,164,109.4,264,210,0.057999999999999996,0.3886,1426.0
2014,Lafayette,110.5,64,115.0,334,211,-0.061,0.3866,1248.0
2014,Montana,106.8,125,111.2,296,212,0.002,0.3859,1285.0
2014,Miami OH,98.2,281,102.4,122,213,0.076,0.3819,1275.0
2014,Cal St. Northridge,106.2,134,110.8,290,214,0.028999999999999998,0.381,1169.0
2014,Rider,105.5,152,110.1,279,215,0.040999999999999995,0.3798,1351.0
2014,Mississippi St.,99.5,267,103.8,151,216,0.032,0.379,1280.0
2014,Texas A&M; Corpus Chris,103.9,187,108.6,250,217,-0.002,0.3749,1394.0
2014,Bowling Green,92.0,345,96.2,31,218,-0.027999999999999997,0.3741,1132.0
2014,VMI,105.9,142,110.9,291,219,0.042,0.3698,1440.0
2014,Hampton,95.8,315,100.4,85,220,0.013000000000000001,0.3694,1214.0
2014,FIU,100.9,236,105.8,196,221,0.053,0.3688,1198.0
2014,Northern Colorado,108.2,100,113.3,327,222,-0.011000000000000001,0.3685,1294.0
2014,Arkansas Little Rock,100.6,245,105.4,182,223,0.06,0.3685,1114.0
2014,UNC Asheville,106.7,126,111.9,310,224,0.026000000000000002,0.3684,1421.0
2014,Morgan St.,99.7,263,104.6,168,225,0.004,0.3672,1288.0
2014,Eastern Washington,105.5,155,110.6,286,226,-0.027999999999999997,0.3656,1186.0
2014,Cal St. Bakersfield,100.4,250,105.5,185,227,-0.08900000000000001,0.3616,1167.0
2014,Hartford,101.9,226,107.0,216,228,0.027999999999999997,0.3609,1216.0
2014,Army,104.6,173,110.0,275,229,0.016,0.3599,1119.0
2014,North Texas,99.0,271,104.2,158,230,0.047,0.3573,1317.0
2014,TCU,97.9,287,103.0,135,231,0.006999999999999999,0.3567,1395.0
2014,Coastal Carolina,97.3,298,102.5,125,232,0.042,0.3551,1157.0
2014,East Carolina,105.4,160,111.0,292,233,0.008,0.3547,1187.0
2014,Winthrop,103.0,202,108.7,251,234,0.061,0.3518,1457.0
2014,Western Carolina,103.6,195,109.3,260,235,0.027000000000000003,0.351,1441.0
2014,Grand Canyon,105.7,146,111.6,307,236,0.062,0.348,1213.0
2014,Texas Southern,106.2,135,112.1,316,237,-0.001,0.3475,1411.0
2014,Southeast Missouri St.,107.1,123,113.1,324,238,-0.012,0.3474,1369.0
2014,Saint Peter's,97.8,289,103.3,142,239,0.057999999999999996,0.3472,1389.0
2014,Dartmouth,103.0,204,109.0,255,240,-0.079,0.3419,1171.0
2014,Seattle,99.6,266,105.5,187,241,-0.066,0.3401,1370.0
2014,Charleston Southern,104.7,172,111.1,294,242,-0.18100000000000002,0.337,1149.0
2014,Idaho,105.4,157,111.9,311,243,0.077,0.3352,1225.0
2014,Florida Atlantic,101.0,235,107.3,225,244,-0.086,0.3331,1194.0
2014,North Dakota,104.6,174,111.2,297,245,0.066,0.3317,1315.0
2014,East Tennessee St.,102.7,208,109.1,258,246,0.027000000000000003,0.3315,1190.0
2014,Troy,102.1,218,108.6,248,247,-0.086,0.3315,1407.0
2014,High Point,104.8,170,111.6,305,248,0.07200000000000001,0.3266,1219.0
2014,Loyola Chicago,101.9,224,108.5,245,249,-0.073,0.3266,1260.0
2014,Incarnate Word,102.7,207,109.4,266,250,0.015,0.3242,1230.0
2014,Lehigh,97.6,293,104.0,154,251,0.042,0.3234,1250.0
2014,Gardner Webb,99.0,269,105.6,191,252,0.005,0.323,1205.0
2014,Idaho St.,103.7,190,110.7,289,253,-0.092,0.3212,1226.0
2014,Cal St. Fullerton,100.4,249,107.2,222,254,-0.022000000000000002,0.3197,1168.0
2014,Marshall,98.6,277,105.3,179,255,-0.11,0.3195,1267.0
2014,Northern Arizona,100.2,253,107.1,218,256,0.003,0.319,1319.0
2014,South Dakota,101.6,229,108.6,246,257,0.023,0.3179,1377.0
2014,Norfolk St.,102.1,219,109.6,268,258,0.054000000000000006,0.3074,1313.0
2014,Radford,105.8,144,113.7,329,259,0.069,0.3031,1347.0
2014,Air Force,98.1,285,105.6,190,260,0.055,0.2998,1102.0
2014,Lipscomb,103.2,199,111.2,295,261,0.086,0.2982,1252.0
2014,Portland St.,102.5,212,110.4,282,262,0.057999999999999996,0.2972,1340.0
2014,North Florida,102.6,210,110.6,283,263,0.08900000000000001,0.2968,1316.0
2014,South Alabama,99.9,260,107.7,230,264,-0.047,0.2957,1375.0
2014,Sacramento St.,103.7,193,112.0,314,265,-0.008,0.2922,1170.0
2014,Illinois Chicago,100.3,251,108.4,242,266,-0.113,0.2915,1227.0
2014,James Madison,98.1,284,106.1,201,267,0.048,0.2889,1241.0
2014,Tennessee Tech,100.0,258,108.2,238,268,0.091,0.2875,1399.0
2014,Hofstra,104.6,175,113.3,326,269,-0.037000000000000005,0.2869,1220.0
2014,Louisiana Monroe,96.7,303,104.8,171,270,-0.012,0.2852,1419.0
2014,Penn,98.3,278,106.5,210,271,-0.013000000000000001,0.2851,1335.0
2014,Chattanooga,101.1,234,109.7,271,272,0.073,0.2816,1151.0
2014,UMKC,99.0,270,107.5,227,273,0.017,0.2802,1282.0
2014,Fairfield,96.2,311,104.5,166,274,-0.019,0.2784,1193.0
2014,Niagara,100.8,239,109.6,269,275,-0.025,0.2762,1310.0
2014,Monmouth,95.7,316,104.3,162,276,-0.033,0.2728,1284.0
2014,UC Riverside,98.6,275,107.7,229,277,-0.049,0.2674,1415.0
2014,Savannah St.,91.5,347,100.1,75,278,-0.038,0.2635,1366.0
2014,Texas St.,94.1,330,103.1,139,279,-0.114,0.2597,1402.0
2014,Western Illinois,94.2,328,103.3,141,280,-0.068,0.2573,1442.0
2014,UNC Wilmington,95.2,319,104.4,165,281,-0.043,0.2571,1423.0
2014,Fairleigh Dickinson,101.9,223,112.0,315,282,-0.017,0.2531,1192.0
2014,Tulane,99.8,262,110.1,277,283,0.159,0.2439,1408.0
2014,Chicago St.,97.3,297,107.6,228,284,0.069,0.2408,1152.0
2014,Central Michigan,106.2,133,118.0,345,285,0.004,0.2297,1141.0
2014,Tennessee St.,101.8,227,113.2,325,286,-0.05,0.2277,1398.0
2014,SIU Edwardsville,100.2,252,111.5,301,287,-0.005,0.2271,1188.0
2014,Alabama St.,98.2,282,109.5,267,288,0.094,0.2218,1106.0
2014,Liberty,100.7,241,112.5,318,289,-0.13,0.2192,1251.0
2014,Austin Peay,99.7,265,111.4,300,290,0.012,0.2185,1122.0
2014,Georgia Southern,97.7,291,109.2,259,291,-0.04,0.218,1204.0
2014,Loyola MD,97.0,300,108.5,244,292,0.063,0.2151,1259.0
2014,Coppin St.,99.7,264,111.6,303,293,0.006999999999999999,0.215,1164.0
2014,Nicholls St.,98.0,286,109.9,273,294,0.109,0.2117,1311.0
2014,Texas Pan American,93.7,334,105.1,174,295,-0.033,0.2101,1410.0
2014,Eastern Illinois,99.0,272,111.3,299,296,0.028999999999999998,0.2063,1183.0
2014,Alabama A&M;,92.6,339,104.1,156,297,0.024,0.2055,1105.0
2014,Navy,94.1,329,106.0,198,298,-0.027999999999999997,0.2039,1298.0
2014,Central Connecticut,97.7,290,110.2,280,299,0.071,0.2017,1148.0
2014,Sacred Heart,98.9,273,111.5,302,300,-0.09300000000000001,0.2007,1357.0
2014,Jacksonville,103.0,203,116.2,339,301,0.027000000000000003,0.2002,1239.0
2014,Florida A&M;,95.0,323,107.2,221,302,0.05,0.1998,1197.0
2014,Montana St.,95.4,318,107.7,231,303,0.055999999999999994,0.1992,1286.0
2014,San Jose St.,92.9,338,105.1,173,304,-0.005,0.1964,1363.0
2014,Jackson St.,93.8,333,106.0,200,305,-0.043,0.1955,1238.0
2014,Ball St.,96.3,309,109.3,263,306,-0.022000000000000002,0.1892,1123.0
2014,Southeastern Louisiana,98.6,276,111.9,312,307,0.002,0.189,1368.0
2014,UTSA,100.6,244,114.4,331,308,-0.0,0.1861,1427.0
2014,St. Francis PA,96.6,306,109.9,274,309,0.038,0.1851,1384.0
2014,McNeese St.,98.3,279,111.8,308,310,0.040999999999999995,0.185,1270.0
2014,NJIT,96.0,313,109.4,265,311,0.055,0.1823,1312.0
2014,Jacksonville St.,97.0,299,110.6,284,312,-0.016,0.1811,1240.0
2014,New Orleans,96.9,301,110.7,288,313,0.065,0.1781,1309.0
2014,Rice,93.9,331,107.3,224,314,-0.008,0.1777,1349.0
2014,Northern Kentucky,102.0,222,116.6,341,315,-0.044000000000000004,0.176,1297.0
2014,Samford,100.7,242,115.2,336,316,0.01,0.1748,1359.0
2014,UNC Greensboro,95.1,321,108.8,252,317,0.054000000000000006,0.1744,1422.0
2014,UC Davis,101.5,232,116.2,338,318,0.035,0.174,1413.0
2014,Prairie View A&M;,96.4,308,110.4,281,319,0.004,0.173,1341.0
2014,Tennessee Martin,103.1,200,118.5,346,320,-0.065,0.1676,1404.0
2014,Alcorn St.,94.4,327,108.6,249,321,-0.013999999999999999,0.1671,1108.0
2014,LIU Brooklyn,102.2,216,117.8,344,322,0.076,0.1633,1254.0
2014,Delaware St.,97.4,296,112.6,321,323,-0.063,0.1585,1175.0
2014,Arkansas Pine Bluff,92.2,342,106.7,213,324,0.08900000000000001,0.1577,1115.0
2014,UMass Lowell,95.1,322,110.6,285,325,0.063,0.1489,1262.0
2014,UMBC,92.6,340,108.2,236,326,-0.003,0.143,1420.0
2014,Central Arkansas,95.8,314,112.4,317,327,-0.01,0.1378,1146.0
2014,IUPUI,96.7,305,113.9,330,328,-0.037000000000000005,0.132,1237.0
2014,New Hampshire,89.3,349,105.3,178,329,-0.086,0.1313,1306.0
2014,Campbell,97.9,288,116.0,337,330,0.057999999999999996,0.1235,1144.0
2014,Appalachian St.,91.5,348,108.9,253,331,-0.034,0.1187,1111.0
2014,Howard,87.8,351,104.6,170,332,-0.027000000000000003,0.117,1224.0
2014,Binghamton,92.2,343,110.1,278,333,-0.018000000000000002,0.1146,1127.0
2014,Maryland Eastern Shore,100.0,259,119.7,349,334,-0.036000000000000004,0.1119,1271.0
2014,Stetson,94.4,326,113.5,328,335,0.032,0.1071,1391.0
2014,Bethune Cookman,96.7,304,116.4,340,336,-0.062,0.1062,1126.0
2014,Maine,95.5,317,115.1,335,337,0.01,0.1048,1263.0
2014,Kennesaw St.,92.5,341,111.6,306,338,0.003,0.1032,1244.0
2014,Lamar,93.1,337,112.5,319,339,-0.034,0.1026,1249.0
2014,Furman,94.9,324,114.6,333,340,-0.002,0.1024,1202.0
2014,North Carolina A&T;,93.4,335,112.8,322,341,0.035,0.1019,1299.0
2014,Cornell,100.2,255,121.4,350,342,-0.048,0.0993,1165.0
2014,Houston Baptist,92.0,344,112.0,313,343,-0.039,0.0948,1223.0
2014,South Carolina St.,91.8,346,111.9,309,344,0.042,0.0929,1354.0
2014,Mississippi Valley St.,93.9,332,114.5,332,345,0.011000000000000001,0.0928,1290.0
2014,The Citadel,97.4,295,118.8,347,346,-0.046,0.0925,1154.0
2014,Longwood,96.3,310,117.8,343,347,-0.043,0.0903,1255.0
2014,Abilene Christian,94.7,325,117.0,342,348,-0.045,0.0813,1101.0
2014,Grambling St.,97.6,292,121.5,351,349,-0.017,0.0743,1212.0
2014,Presbyterian,95.1,320,119.2,348,350,-0.018000000000000002,0.0697,1342.0
2014,Southern Utah,89.0,350,113.0,323,351,-0.049,0.06,1381.0
2015,Kentucky,119.7,5,85.8,2,1,0.055,0.9787,1246.0
2015,Arizona,116.0,11,86.4,3,2,-0.027999999999999997,0.9674,1112.0
2015,Wisconsin,124.7,1,94.3,30,3,0.009000000000000001,0.9615,1458.0
2015,Virginia,112.2,27,85.4,1,4,0.032,0.9587,1438.0
2015,Villanova,120.8,4,92.2,13,5,0.044000000000000004,0.9571,1437.0
2015,Gonzaga,119.4,6,93.4,20,6,0.013000000000000001,0.944,1211.0
2015,Duke,122.0,3,96.1,57,7,0.067,0.9395,1181.0
2015,Utah,113.0,18,90.6,8,8,-0.055999999999999994,0.9275,1428.0
2015,Oklahoma,109.3,50,88.9,5,9,-0.046,0.915,1328.0
2015,Notre Dame,122.2,2,99.7,112,10,0.064,0.9127,1323.0
2015,Kansas,110.8,37,90.5,7,11,0.079,0.9111,1242.0
2015,Northern Iowa,113.8,15,93.2,16,12,0.01,0.908,1320.0
2015,Iowa St.,118.9,7,97.7,82,13,0.023,0.9047,1235.0
2015,Wichita St.,113.0,20,92.9,15,14,0.018000000000000002,0.9044,1455.0
2015,Baylor,114.8,13,94.5,33,15,-0.018000000000000002,0.9038,1124.0
2015,North Carolina,115.3,12,95.0,45,16,-0.034,0.9019,1314.0
2015,Michigan St.,114.1,14,96.1,53,17,-0.053,0.8786,1277.0
2015,Louisville,105.9,95,89.4,6,18,0.027000000000000003,0.8756,1257.0
2015,SMU,112.3,24,94.9,43,19,0.013999999999999999,0.8734,1374.0
2015,Texas,110.3,42,93.3,19,20,-0.071,0.8725,1400.0
2015,Ohio St.,111.6,29,94.7,40,21,-0.051,0.868,1326.0
2015,Georgetown,110.3,41,93.7,25,22,-0.002,0.867,1207.0
2015,Butler,107.5,67,91.7,10,23,-0.013999999999999999,0.8624,1139.0
2015,Iowa,111.1,35,94.9,42,24,-0.003,0.8594,1234.0
2015,West Virginia,111.2,33,95.4,47,25,0.05,0.8539,1452.0
2015,Xavier,111.9,28,96.1,55,26,-0.063,0.8518,1462.0
2015,San Diego St.,102.4,161,88.3,4,27,0.013999999999999999,0.8468,1361.0
2015,Providence,110.7,38,95.5,48,28,0.043,0.8458,1344.0
2015,Arkansas,113.0,21,97.7,81,29,0.047,0.8416,1116.0
2015,VCU,108.1,61,93.6,23,30,0.059000000000000004,0.84,1433.0
2015,BYU,116.7,9,101.1,139,31,-0.042,0.8395,1140.0
2015,Davidson,118.5,8,103.1,181,32,0.037000000000000005,0.8319,1172.0
2015,Maryland,108.5,56,94.6,36,33,0.131,0.8289,1268.0
2015,Cincinnati,106.7,76,93.3,18,34,-0.027000000000000003,0.8242,1153.0
2015,Stephen F. Austin,113.0,19,99.1,103,35,0.03,0.8183,1372.0
2015,Georgia,107.0,74,93.9,28,36,0.01,0.8178,1208.0
2015,Oklahoma St.,109.4,49,96.2,58,37,-0.034,0.8141,1329.0
2015,North Carolina St.,111.5,30,98.2,89,38,-0.02,0.8111,1301.0
2015,Boise St.,109.4,48,96.5,64,39,0.027000000000000003,0.8091,1129.0
2015,Dayton,107.1,73,94.7,38,40,0.022000000000000002,0.8057,1173.0
2015,UCLA,110.2,45,97.4,76,41,0.026000000000000002,0.8056,1417.0
2015,St. John's,108.1,62,95.7,51,42,0.057999999999999996,0.8019,1385.0
2015,LSU,106.8,75,94.7,37,43,-0.027000000000000003,0.8006,1261.0
2015,Mississippi,112.9,22,100.1,125,44,-0.055999999999999994,0.7996,1279.0
2015,Florida,103.4,142,91.7,11,45,-0.11699999999999999,0.7988,1196.0
2015,Oregon,113.3,16,100.6,134,46,0.127,0.7972,1332.0
2015,Vanderbilt,112.3,25,99.7,113,47,-0.10800000000000001,0.7968,1435.0
2015,Stanford,111.1,36,99.3,107,48,-0.033,0.7852,1390.0
2015,Purdue,108.5,57,97.1,69,49,0.01,0.7825,1345.0
2015,Texas A&M;,105.9,94,94.8,41,50,-0.006,0.7808,1401.0
2015,Richmond,106.0,89,94.9,44,51,-0.081,0.7804,1350.0
2015,Miami FL,109.2,51,98.0,88,52,0.001,0.7764,1274.0
2015,Indiana,116.6,10,104.7,216,53,-0.032,0.7762,1231.0
2015,Buffalo,109.8,47,98.5,94,54,0.011000000000000001,0.7759,1138.0
2015,Rhode Island,101.4,186,91.2,9,55,-0.0,0.7723,1348.0
2015,Temple,102.0,172,91.7,12,56,0.076,0.7716,1396.0
2015,TCU,106.0,91,95.6,50,57,-0.08,0.7657,1395.0
2015,Minnesota,110.2,44,99.8,114,58,-0.099,0.7588,1278.0
2015,Connecticut,106.0,92,96.1,54,59,-0.057999999999999996,0.7543,1163.0
2015,Illinois St.,106.3,83,96.5,63,60,-0.039,0.7539,1229.0
2015,Alabama,108.3,60,98.3,93,61,-0.019,0.7525,1104.0
2015,Syracuse,103.0,147,93.6,24,62,-0.024,0.7509,1393.0
2015,Valparaiso,103.8,129,94.3,31,63,0.07,0.7499,1434.0
2015,Old Dominion,105.0,108,95.6,49,64,0.037000000000000005,0.7473,1330.0
2015,Illinois,104.0,122,94.7,39,65,-0.027999999999999997,0.7467,1228.0
2015,Saint Mary's,108.6,55,99.0,99,66,0.034,0.7436,1388.0
2015,South Carolina,102.9,149,93.9,27,67,-0.048,0.7426,1376.0
2015,Colorado St.,109.0,52,99.5,110,68,0.098,0.7404,1161.0
2015,Green Bay,102.3,164,93.5,22,69,0.036000000000000004,0.7376,1453.0
2015,Arizona St.,107.4,69,98.2,90,70,-0.033,0.7361,1113.0
2015,Georgia St.,108.4,58,99.2,106,71,-0.008,0.7344,1209.0
2015,Tulsa,100.6,207,92.3,14,72,0.08800000000000001,0.7288,1409.0
2015,Murray St.,113.1,17,104.0,203,73,0.098,0.7229,1293.0
2015,Yale,104.7,112,96.5,62,74,0.028999999999999998,0.7206,1463.0
2015,George Washington,105.4,103,97.2,74,75,0.006999999999999999,0.719,1203.0
2015,Louisiana Tech,104.7,114,96.9,66,76,0.019,0.7092,1256.0
2015,Michigan,107.9,63,99.9,117,77,-0.008,0.7091,1276.0
2015,Harvard,102.0,170,94.5,34,78,0.114,0.7059,1217.0
2015,Sam Houston St.,100.9,197,93.8,26,79,-0.039,0.698,1358.0
2015,Pittsburgh,112.7,23,104.8,218,80,0.023,0.6974,1338.0
2015,Kansas St.,103.3,144,96.3,59,81,0.009000000000000001,0.6898,1243.0
2015,Creighton,108.3,59,101.4,147,82,-0.08199999999999999,0.681,1166.0
2015,Penn St.,102.2,167,95.8,52,83,0.005,0.6793,1336.0
2015,Central Michigan,112.3,26,105.2,227,84,0.027000000000000003,0.6785,1141.0
2015,Memphis,103.5,141,97.1,70,85,-0.033,0.6749,1272.0
2015,Clemson,101.5,181,95.4,46,86,0.01,0.6713,1155.0
2015,Toledo,111.2,34,104.6,213,87,-0.03,0.6694,1405.0
2015,New Mexico St.,104.1,120,97.9,87,88,-0.051,0.6674,1308.0
2015,Tennessee,107.4,68,101.1,142,89,0.03,0.6666,1397.0
2015,Wofford,103.3,143,97.5,78,90,0.141,0.6617,1459.0
2015,Georgia Tech,100.1,224,94.5,32,91,-0.07,0.6604,1210.0
2015,Akron,102.8,157,97.0,68,92,-0.040999999999999995,0.6604,1103.0
2015,UC Davis,110.3,43,104.1,205,93,0.06,0.6586,1413.0
2015,UC Irvine,103.9,123,98.3,92,94,-0.006999999999999999,0.6559,1414.0
2015,Colorado,104.7,113,99.0,101,95,-0.042,0.6556,1160.0
2015,Bowling Green,104.7,115,99.1,102,96,-0.024,0.6524,1132.0
2015,UTEP,104.1,121,98.5,95,97,-0.005,0.6515,1431.0
2015,San Diego,101.4,183,96.1,56,98,-0.076,0.6502,1360.0
2015,Cleveland St.,105.3,104,99.8,115,99,-0.083,0.649,1156.0
2015,UNLV,106.5,79,101.0,138,100,-0.027999999999999997,0.6474,1424.0
2015,La Salle,98.3,250,93.5,21,101,-0.017,0.6413,1247.0
2015,Wyoming,101.8,175,97.0,67,102,0.084,0.6373,1461.0
2015,Florida St.,102.3,163,97.6,79,103,0.037000000000000005,0.6341,1199.0
2015,Seton Hall,106.1,87,101.2,143,104,0.012,0.6337,1371.0
2015,South Dakota St.,104.9,111,100.1,123,105,-0.01,0.6324,1355.0
2015,Pepperdine,99.1,235,94.6,35,106,0.009000000000000001,0.6308,1337.0
2015,St. Bonaventure,102.8,154,98.2,91,107,0.01,0.6272,1382.0
2015,Iona,110.4,39,105.5,233,108,0.052000000000000005,0.6271,1233.0
2015,North Carolina Central,100.8,198,96.4,61,109,0.044000000000000004,0.6264,1300.0
2015,UC Santa Barbara,106.4,80,101.8,156,110,-0.02,0.626,1364.0
2015,Marquette,101.7,178,97.4,77,111,-0.043,0.6204,1266.0
2015,Boston College,105.6,99,101.4,146,112,-0.035,0.6169,1130.0
2015,Kent St.,105.1,107,100.9,137,113,0.04,0.6153,1245.0
2015,Eastern Kentucky,104.1,119,100.0,122,114,-0.037000000000000005,0.614,1184.0
2015,Vermont,100.7,203,96.8,65,115,-0.135,0.6119,1436.0
2015,California,101.5,180,97.7,83,116,0.061,0.6072,1143.0
2015,Oregon St.,96.8,276,93.3,17,117,0.013999999999999999,0.6059,1333.0
2015,Utah St.,105.8,97,102.0,160,118,-0.022000000000000002,0.6024,1429.0
2015,Northwestern,105.9,96,102.3,166,119,0.009000000000000001,0.5985,1321.0
2015,Northeastern,106.0,90,102.4,171,120,0.037000000000000005,0.598,1318.0
2015,UAB,103.8,130,100.3,130,121,0.011000000000000001,0.5979,1412.0
2015,Hawaii,102.9,152,99.5,111,122,-0.009000000000000001,0.5933,1218.0
2015,Washington,106.4,82,103.0,180,123,-0.002,0.5932,1449.0
2015,Hofstra,108.9,53,105.4,232,124,-0.1,0.5909,1220.0
2015,Portland,107.2,71,103.8,198,125,-0.026000000000000002,0.5906,1339.0
2015,Wake Forest,103.9,124,101.1,141,126,-0.025,0.5785,1448.0
2015,North Florida,105.7,98,102.8,178,127,-0.006999999999999999,0.578,1316.0
2015,Stony Brook,99.9,228,97.3,75,128,0.036000000000000004,0.5754,1392.0
2015,Louisiana Lafayette,103.6,135,101.1,140,129,-0.064,0.5707,1418.0
2015,William & Mary,111.4,32,108.7,299,130,-0.009000000000000001,0.5691,1456.0
2015,Albany,104.2,117,101.7,155,131,0.06,0.5686,1107.0
2015,Nebraska,96.4,283,94.1,29,132,-0.018000000000000002,0.5679,1304.0
2015,Evansville,102.4,162,100.0,121,133,0.017,0.5677,1191.0
2015,Eastern Michigan,100.2,220,97.9,85,134,0.013999999999999999,0.5665,1185.0
2015,Massachusetts,103.8,128,101.6,150,135,0.069,0.5627,1269.0
2015,Eastern Washington,110.0,46,107.7,279,136,0.07400000000000001,0.5618,1186.0
2015,Long Beach St.,101.0,195,99.0,100,137,0.031,0.556,1253.0
2015,Western Kentucky,102.6,159,100.6,133,138,0.04,0.556,1443.0
2015,High Point,106.2,86,104.2,207,139,0.11800000000000001,0.5554,1219.0
2015,Western Michigan,106.2,84,104.4,209,140,0.044000000000000004,0.5516,1444.0
2015,New Mexico,98.9,242,97.2,73,141,-0.068,0.551,1307.0
2015,Auburn,103.5,138,101.7,154,142,0.057999999999999996,0.5484,1120.0
2015,Middle Tennessee,100.6,208,98.9,96,143,0.006,0.5474,1292.0
2015,Loyola Chicago,103.2,145,101.6,151,144,0.042,0.5428,1260.0
2015,Manhattan,100.9,196,99.5,109,145,0.005,0.5411,1264.0
2015,San Francisco,103.1,146,101.7,153,146,-0.08199999999999999,0.541,1362.0
2015,Georgia Southern,97.7,260,96.3,60,147,0.022000000000000002,0.5403,1204.0
2015,Coastal Carolina,103.5,136,102.2,164,148,0.006,0.5371,1157.0
2015,Belmont,107.9,64,106.5,259,149,0.071,0.5363,1125.0
2015,Princeton,105.9,93,104.6,215,150,-0.032,0.5358,1343.0
2015,North Dakota St.,101.0,194,100.1,124,151,0.11699999999999999,0.5258,1295.0
2015,St. Francis NY,101.1,190,100.3,128,152,-0.016,0.524,1383.0
2015,Charlotte,107.5,66,106.8,265,153,-0.10400000000000001,0.5202,1150.0
2015,USC,98.6,245,97.9,86,154,-0.006,0.5194,1425.0
2015,Oakland,108.6,54,108.0,288,155,0.03,0.5171,1324.0
2015,Texas Tech,100.4,216,99.9,116,156,-0.017,0.5166,1403.0
2015,Cal Poly,100.5,212,100.2,126,157,-0.055999999999999994,0.5097,1142.0
2015,Chattanooga,103.5,140,103.3,185,158,0.10099999999999999,0.5041,1151.0
2015,Rider,99.1,238,98.9,98,159,0.102,0.5034,1351.0
2015,Dartmouth,100.3,219,100.2,127,160,-0.025,0.5026,1171.0
2015,Saint Joseph's,98.0,254,97.9,84,161,-0.006,0.5025,1386.0
2015,Montana,103.7,133,103.7,194,162,-0.002,0.5011,1285.0
2015,DePaul,105.0,110,105.0,224,163,-0.001,0.4984,1177.0
2015,Morehead St.,101.8,176,101.9,157,164,-0.09300000000000001,0.4961,1287.0
2015,UNC Wilmington,99.1,237,99.4,108,165,0.062,0.4899,1423.0
2015,Winthrop,103.0,148,103.6,193,166,-0.051,0.483,1457.0
